ID,Esai
68,"""      Pengalaman belajar yang paling berkesan dalam hidup saya yaitu pada saat sd. Pada saat itu saya sangat semangat sekali saat pembelajaran. Di karenakan guru yang mengajar sangat mudah di pahami dan metode pembelajarannya saya sukai yaitu praktek. Sehingga pada saat itu saya sangat senang sekali.

      Saya memahami materi dengan cara membaca panduan dan juga belajar dari pengalaman serta kesalahan. Saya lebih mudah memahami dengan cara itu, karena dengan belajar dari pengalaman serta kesalahan saya tahu dimana letak kekurangan saya. Dan membaca panduan agar saya lebih cepat paham dalam materi tersebut.

      Strategi pembelajaran saya yaitu membaca serta menulis poin poin yang penting dalam materi tersebut. Dengan begitu saya dapat mempelajari ulang materi tersebut agar lebih paham dan jika saya lupa dapat saya baca ulang materi tersebut.

      Youtube adalah salah satu media yang saya gunakan ketika belajar. Pada YouTube saya bisa melihat orang lain yang pernah mempelajari materi tersebut, dapat mencari segala materi, serta pada YouTube saya bisa melihat berulang ulang materi tersebut sampai saya paham."""
69,"""  Pengalaman belajar yang paling berkesan bagi saya adalah belajar tentang perangkat lunak dan komputer, seperti cara membuat game dan mengcoding sebuah game.

  Untuk memahami materi yang diberikan saya akan membaca dan memahami intruksi yang diberikan, dan untuk memahami hal tersebut saya bisa melihat video tutor dari internet.

  Metode yang saya gunakan biasanya mencari video penjelasan atau tutorial materi tersebut di internet dan akan saya pahami lalu saya praktekkan.

  Melihat video penjelasan. Karena di video penjelasan biasanya dijelaskan secara jelas dan mudah dipahami serta ada contohnya atau prakteknya






  """
70,"""        Pengalaman saya selama mendapat pembelajaran dari kak lala yaitu saat saya kesulitan membuat game kak lala selalu membantu saya dan saat saya kesulitan memahami materi di membantu menjelaskan ulang kepada saya.

        Saya lebih mudah memahami dengan membaca modul dan langsung mempraktekkan apa yang tertulis di modul tersebut, jadi saya dapat langsung praktek sambil memahami materi.

        Metode yang saya gunakan untuk memahami materi adalah saya mencatat setiap poin-poin penting dari setiap materi yang diberikan agar saya dapat langsung memahaminya dan terkadang saya juga langsung mempraktekkannya.

         Saya lebih suka menggunakan youtube karena disana saya dapat memahami materi dengan lebih mudah karena terdapat peraga yang langsung mempraktekkan materi yang dijelaskan."""
71,"""1.saat saya mengalami kesulitan mba lala membantu saya mulai paham
2.melihat yang dicontohkan teman agar menjadi paham
3.melihat contoh dari teman karna itu saya menjadi paham
4.memfoto catatan teman dan mendengar penjelasan dan langkah langkah nya"""
72,"""      Pengalaman yang paling berkesan ketika belajar adalah ketika saya mampu menyelesaikan codingan yang rumit yang bagi teman sebaya saya itu sulit. Pada saat itu materi pembelajaran DDPLG  membuat game platformer dan saya sangat senang ketika berhasil membuat respawn pada player di saat segelintir rekan rekan saya  menganggapnya susah rasanya seperti mendapat hidayah dan Rahmat dari Allah SWT.

       Untuk bagaimana cara saya memahami materi game platformer tersebut, saya membaca ulang modul yang di berikan oleh ibu guru,sembari saya  melihat video tutorial dari YouTube dan agar saya bisa mencapai pemahaman tersebut saya selingi dengan berdiskusi dengan guru atau kakak tingkat yang satu jurusan dengan saya 

       Saya menggunakan metode visual untuk memahami materi pembelajaran karna dengan metode visual saya bisa  paham dan bisa langsung mempraktekkan 

        Untuk media belajar pada materi DDPLG ini saya lebih suka menggunakan media visual dan dengan menggunakan komputer/laptop dengan begitu lebih memudahkan saya untuk memahami dan belajar cara kerja komputer dan memahami materi pembelajaran yang saya belumm kuasai."""
73,"""   Pengalaman yang paling berkesan saya saat belajar adalah saat guru menjelaskan dan menceritakan materi dengan bumbu-bumbu komedi dan penuh tawa,walaupun seperti itu tapi tetap mudah dipahami.Dan Saya merasa sangat senang dan gembira terlebih lagi saya bisa memahami materi tersebut.

   Saya biasanya bertanya pada teman saya atau pada guru tentang materi tersebut sampai saya paham tapi basanya saya bertanya pada teman saya, setelah saya paham saya langsung mempelajari lagi meteri tersebut dan menerapkannya, dan saya langsung melakukannya dengan aksi.

   Teknik yang saya pakai untuk memahami materi adalah dengan bertanya kepada teman saya sampai saya paham dan puas tentang materi tersebut. Mengapa saya memilih teknik tersebut? karena saya suka bergaul dan agar saya lebih dekat lagi dengan teman saya dan mempererat tali silahturahmi atar sesama teman.

   Bertanya kepada teman saya dan belajar sambil mendengarkan musik yang saya sukai. Alasan saya karena saya menyukai metode yang saya buat ini dan ini sangat ampuh bagi diri saya.

Sekian Terima Nilai !! """
74,"""   Belajar tentang membuat game dengan construct 3 ketika mulai mengerti isi dan cara menggunakannya, hal tersebut membuat pembelajaran lebih menyenangkan dan menarik karena semakin banyak hal yang harus diketahui.
   Caraku untuk memahami suatu materi tidak terlalu ribet, seperti hanya mendengarkan penjelasan guru. Namun ketika terdapat materi yang terlewatkan, saya akan meminta guru untuk menjelaskan kembali.
   Metode untuk memahami materi? sejujurnya saya tidak tahu menahu tentang nama-nama Metode ataupun Teknik, namun saya biasanya menggunakan penglihatan pemraktekan atau Visual seperti melihat video praktek cara membuat makanan atau memasang komponen Komputer. Metode itu lebih mudah untuk dipahami bagi saya pribadi
   Media saya adalah internet online bisa handphone, komputer ataupun laptop.Saya menggunakan media tersebut karena media tersebut lebih banyak menyajikan referensi."""
75,"""    Pengalaman saya adalah belajar di sekolah.
    Cara agar saya sukses adalah dengan belajar.
    Metod saya adalah dengan strategi bisnis
    Medianya adalah sekolah"""
76,"""Semua pengalaman ini memiliki kesan tersendiri, tergantung bagaimana kita melihatnya. Banyak yang saya rasakan tapi tidak semua nya bisa di ungkapkan.

Dengan melihat atau mendengar, materi yang di berikan bisa masuk atau keluar tergantung pada niat kita, jika niat kita belajar maka semua yang di sampaikan akan masuk ke dalam hati dan pikiran.

Teknik untuk belajar yang saya suka adalah terus mencoba dan belajar dari kesalahan. Tidak ada yang sempurna di dunia ini begitu juga dengan perbuatan kita, maka dari itu lah saya lebih suka belajar dari kesalahan.

Saya lebih suka dengan media seperti laptop atau komputer jika untuk menyelesaikan tugas, tapi lebih efisien jika menggunakan HP."""
77,"""saat pertama kali masuk SMK dan mulai mempelajari tentang cooding atau masuk ke dalam dunia programer, menurut saya hal tersebut sedikit sulit untuk saya dikarnakan kurangnya pemahaman saya selama pembelajaran tersebut. 

untuk memahami materi yang diajarkan biasanya saya sendiri biasanya membaca dari modul atau melihat vidio tutorial yang sama dengan materi yang di berikan oleh guru. 

Saya menggunakan metode auditori atau kinestetik, karna menurut saya sendiri menggunakan dua metode belajar tersebut lebih efisien, untuk saya memahami materi tersebut

dijaman yang modern ini tentunya Handphone adalah media yang paling cocok untuk digunakan ketika belajar. Kenapa? karna memudahkan kita untuk mencari kunci jawaban atau materi yang ingin kita pelajari apa lagi sekarang sudah banyak aplikasi yang terbilang cukup maju, salah satunya adalah AI """
78,"""1.Belajar bersama teman yang sudah paham dan lebih suka berdiskusi.
2.Saya lebih mudah paham jika mengerjakan bersama teman dalam arti menjelaskan apa yang dimaksud dengan pembelajaran/ tugas yang di berikan.
3.Teknik saya jika untuk memahami materi dengan berdiskusi dan saling sharing ilmu bersama teman karena bagi saya jika ada teman yang lebih bisa atau mendalami pembelajaran tersebut menjelaskan dan praktek nya jadi lebih paham.
4.Mungkin media saat ini yang saya suka i adalah hp karena benda tersebut mudah di bawa kemana” dan ada banyak fitur menarik seperti Google yang dapat membantu menjelaskan ataupun membantu pekerjaan kita."""
79,"""  pengalaman bljr paling berkesan adalah pengalaman yg dibarengi dengan praktek di suatu kelas pd saat kelas 9. rasanya b aja, cm kesanya beda doang.
  cara sy memahami materi dgn mudah cuma dgn cara mengpraktekannya secara langsung, dg itu sy punya cara tersendiri setelah mendapat materi untuk mengpraktekannya.
  lihat, amati, praktekan, karena dgn begitu sy menjadi lbih mudah pahm.
  media visual, karena mudh dipahami aja"""
80,"""Pengalaman saya yang paling berkesan adalah saat pertama kali mengenal dunia per kodingan karena terkesan dengan cara program tersebut berjalan dan saya sangat senang dan puas

Saya akan membaca materi dan akan melakukan pendekatan dengan mempraktekkannya secara langsung untuk memahami materi tersebut

Metode belajar dengan mempraktikkan secara langsung merupakan metode yang paling saya sukai karena dapat mempercepat pemahaman materi

Saya menyukai media-media yang menggunakan video seperti YouTube karena biasanya mereka akan memberikan materi sembari mempraktekkan materi yang dijelaskan secara langsung """
81,"""   belajar menggunakan komputer meng coding adalah yang terkesan karena saya tidak pernah sebelum nya belajar hal yang seperti ini ternyata meng coding membuat kepala pusing. 
  saya suka di jelas kan namun penjelas yang menjelaskan harus menarik dan tidak monoton dalam gaya bicara nya dan tidak terus tegang dan sepaneng dalam menjelaskan.
  ketika saya di jelas kan belum masuk kedalam diri saya say lebih baik melihat video yang ada di internet agar tidak bosan dan agar dapat di ulang ulang.
 media video dan ppt karena lebih nyaman bisa di putar kembali saat belum paham atau belum berhasil dalam mengerjakan sesuatu."""
82,"""Pengalaman Belajar yang Berkesan
Pengalaman belajar yang paling berkesan bagi saya terjadi ketika mempelajari dasar-dasar pemrograman di SMK. Saat itu, kami diajarkan membuat program sederhana menggunakan bahasa Java. Awalnya, saya merasa bingung karena konsep seperti variabel, fungsi, dan logika pemrograman terasa baru. Namun, ketika berhasil membuat program pertama, yaitu kalkulator sederhana, saya merasa sangat bangga. Perasaan senang dan puas itu memotivasi saya untuk terus belajar dan mencoba hal-hal baru di dunia pemrograman.

Cara Memahami Materi
Untuk memahami materi, saya selalu memulai dengan membaca materi yang diberikan guru atau yang ada di modul. Setelah itu, saya mencoba mempraktikkannya langsung di komputer. Ketika menemui kesulitan, saya mencari referensi tambahan melalui buku, internet, atau bertanya kepada teman dan guru. Langkah penting lainnya adalah mencatat poin-poin penting agar mudah diingat dan dipahami di kemudian hari.

Strategi Pembelajaran
Strategi yang sering saya gunakan adalah """"learning by doing."""" Saya percaya bahwa belajar sambil praktik langsung adalah cara terbaik untuk memahami materi pemrograman. Dengan mencoba menulis dan menjalankan kode, saya bisa memahami bagaimana logika pemrograman bekerja. Saya juga sering menggunakan metode diskusi kelompok dengan teman-teman untuk berbagi pengetahuan dan memecahkan masalah bersama. Diskusi ini membantu saya memahami materi dari sudut pandang yang berbeda.

Media yang Digunakan
Media yang paling sering saya gunakan ketika belajar adalah laptop dan internet. Laptop memungkinkan saya untuk mencoba berbagai kode pemrograman secara langsung, sementara internet memberikan akses ke tutorial, video, dan dokumentasi resmi yang sangat membantu. Saya juga menggunakan platform belajar online seperti YouTube dan Stack Overflow untuk mencari solusi ketika menemui kesulitan. Media ini sangat mendukung pembelajaran saya karena mudah diakses dan kaya akan informasi."""
83,1.Pengalaman:Gaya belajar yang berpengalaman adalah saat saya belajar sendiri dan dalam kondisi emosi yang baik bukan buruk saya rasa itu juga sudah cukup nyaman bagi saya pengalaman belajar yang penting adalah ada pendingin ruangan                                                                 2.cara memahami materi:saya bisa paham materi karena saya melihat guru menulis langkah langkah materi di papan tulis serta dari pendengaran yang menarik dan menulis dalam bentuk handphone kadang  buku tulis  jika tidak paham saya bisa searchingai yang teknologinya mampu lebih dari pencarian google dan penjelasan rincinya                                                                        3.strategi pembelajaran:strategi pembelajaran yang saya gunakan adalah  melihat dari langkah langkah untuk memahami suatu materi audio untuk mendengar serta tanya penjelasan ai                                                                                                                                                               4.media:saya lebih suka pakai media internet yang penjelasannya tertera disana untuk merangkum bisa tanya yang ahli atau bertanya dengan  gemini                                                                                               saya juga suka kalau dengan video asal saat sendirian dirumah 
84,"""1. Yang paling berkesan saat saya belajar android studio karena itu adalah pengalaman yang baru bagi saya karena sebelumnya saya hanya belajar website, pusing karena eror dan materi yang tidak kompleks
2. Mendengarkan penyampaian materi dari pembimbing, jika masih belum paham melihat materi dari internet dan mempraktikanya
3.liat pahami praktek, karena saya dengan begitu saya akan paham dan bisa memecahkan masalah
4. Visual dan Audio. Karna lebih mudah untuk dipahami"""
85,"""1.Pengalaman Belajar yang paling berkesan adalah ketika saya dapat memahami dan mempraktekkan apa yang diajari oleh guru saya merasa bahagia dan semangat.
2.Cara Memahami materi bukanlah sekadar membaca atau menghafal, melainkan proses aktif mengkoneksikan informasi dengan konteks yang lebih luas. Langkah Pertama Saya Mencoba konsep materi tersubut, kedua saya mulai berdiskusi dengan guru atau teman , ketiga saya mencoba mempraktekkan materi tersebut dan belajar dari kesalahan 
3.Strategi pembelajaran modern menuntut fleksibilitas dan keragaman metode. Metode pembelajaran yang paling efektif adalah yang mampu mengakomodasi gaya belajar individual, menggabungkan pendekatan teoritis dengan praktik langsung. Metode pembelajaran berbasis projek
4.Media yang Saya sukai adalah dengan media video dan audio karena dengan melihat dan mendengar saya dapat memahami materi yang disampaikan."""
86,"""Pengalaman belajar yang paling berkesan menurut saya adalah saat pemateri menyampaikan dengan semangat, ceria dan ramah terhadap audiens. itu lebih berkesan menurut saya karena materi yang disampaikan jadi lebih mudah dimengerti dan tidak membuat bosan saya saat mendengarkannya atau menyimaknya.

Saya memahami materi dengan mencari pembahasan materi tersebut di youtube dengan penjelasan yang tidak rumit, dan dengan durasi video yang tidak terlalu panjang. Saya lebih mudah memahami dengan mendengarkan penjelasan dan contoh langsung dari materi yang disampaikan.

Metode yang sering saya gunakan hanya sederhana saja. Pertama mencari video pembahasan tentang materi tersebut di Youtube lalu jika sudah mulai paham mulai mencari soal soal di internet dan saya coba untuk mengerjakan soal soal itu sendiri.

Saya sering sekali menggunakan Youtube ketika belajar sesuatu. Melihat video video pembahasan di Youtube menurut saya lebih mudah dipahami karena penjelasannya tidak terlalu panjang dan memiliki contoh soal walau soal yang tidak terlalu susah, itu sangat membantu saya ketika belajar."""
87,"""pengalaman belajar saya yang paling berkesanadalah mempelajari pemrograman dan perasaan saya saat itu senang

cara memahami materi saya yaitu dengan praktek 

strategi pembelajaran saya menggunakan metode praktek atau projek yang 

media pembelajaran yang saya sukai visual"""
88,"""Pengalaman belajar yang paling berkesan bagi saya adalah ketika sedang membuat projek untuk ujian akhir semester. Yang terjadi saat itu adalah teman teman saya sedang pusing karena susah sekali projek nya. Yang saya rasakan saat itu adalah kepusingan dalam mendevelop sebuah aplikasi absensi.

Saya dapat memahami materi dengan cara mepraktekannya secara langsung. langkah-langkahnya yaitu dengan cara mempraktekannya secara langsung, contoh saya sedang melihat cara membuat website sederhana di Youtube dan saya langsung mempraktekannya dan mengubah sedikit kode untuk bisa mengeksplor.

Strategi yang saya pakai yaitu dengan cara mempraktekannya secara langsung. Mengapa saya memilih metode ini, karena metode ini membuat saya lebih mudah memahami setiap materi yang saya dapatkan

Media yang sering saya gunakan untuk belajar yaitu Media video seperti Youtube, karena lebih mudah dipahami."""
89,"""Pengalaman Belajar yang Berkesan
Pengalaman belajar yang paling berkesan bagi saya adalah saat pertama kali berhasil memahami konsep matematika yang sulit, yaitu integral. Awalnya, saya merasa frustasi karena meskipun telah mencoba memahami dari buku dan catatan guru, saya tetap tidak mengerti. Namun, ketika guru memberikan tugas kelompok, teman-teman saya membantu menjelaskan konsep tersebut dengan cara yang lebih sederhana dan relevan dengan kehidupan sehari-hari. Saat itu, saya merasakan rasa puas yang luar biasa karena akhirnya saya berhasil menyelesaikan soal yang sebelumnya terasa mustahil.  


Cara Memahami Materi
Untuk memahami materi yang sulit, saya biasanya memulai dengan membaca dan memahami teori dasar dari buku atau catatan. Setelah itu, saya mencoba mengerjakan soal-soal sederhana terlebih dahulu untuk memastikan bahwa saya memahami konsep dasar. Jika menemui kesulitan, saya bertanya kepada teman atau guru untuk mendapatkan penjelasan tambahan. Selain itu, saya juga mencari video pembelajaran di internet untuk melihat cara lain dalam menjelaskan konsep yang sama. Pendekatan ini membantu saya melihat suatu materi dari berbagai sudut pandang.  

Strategi Pembelajaran
Salah satu strategi pembelajaran yang sering saya gunakan adalah metode *mind mapping* dan praktik soal. Saya membuat peta konsep untuk menyusun materi dalam bentuk visual sehingga lebih mudah diingat. Setelah itu, saya mencoba mengerjakan berbagai macam soal untuk menguji pemahaman saya. Metode ini saya pilih karena saya merasa lebih mudah mengingat sesuatu jika dibuat dalam bentuk gambar atau diagram, dan praktik soal membantu saya mengaplikasikan teori yang telah dipelajari.  

Media yang Digunakan
Media yang paling sering saya gunakan adalah video pembelajaran di YouTube dan aplikasi belajar seperti Ruangguru. Saya suka menggunakan media ini karena penjelasannya lebih interaktif, sering disertai dengan animasi, dan memberikan contoh soal yang langsung dibahas. Selain itu, saya juga menggunakan aplikasi seperti Quizizz untuk belajar sambil bermain kuis, yang membuat proses belajar terasa lebih menyenangkan. Media digital ini sangat membantu saya dalam memahami materi yang sebelumnya sulit dipahami hanya dengan membaca buku."""
90,"""1. Pengalaman belajar yang paling berkesan ketika belajar bersama teman saat membuat aplikasi. kami saling bertukar pendapat. walaupun pendapat kami berbeda tetapi kami tetap merhargai satu sama lain dan mengambil jalan tengah bersama. disitulah kami menemukan ilmu baru dari sebuah masalah dan kami jadikan pengalaman.

2. Saya dapat memahami materi yang telah Anda pelajari dengan cara mencari tahu hal tersebut di internet. dan saya juga bertanya kepada orang yang lebih mengerti akan hal tersebut. 

3. Metode yang saya gunakan untuk memahami materi adalah pengulangan dan pemahaman. Karena dengan hal tersebut saya tidak perlu menghafalkan karna saya sudah paham dan hal tersebut tertanam dalam ingatan.

4. Media yang paling saya sukai atau yang paling sering saya gunakan ketika belajar adalah youtube, karena youtube merupakan media belajar terlengkap terdapat suara, petunjuk, visual sehigga saya mudah memahaminya berbeda jika hanya terdapat teks saja."""
91,"""Pengalaman belajar paling berkesan menurut saya adalah saat mengikuti uji coba atau praktik secara langsung bersama teman yang dipandu oleh guru. 

Saya bisa memahami materi dengan cara mempraktikkan nya dan menerapkan materi tersebut secara langsung. 

Metode yang saya gunakan untuk memahami materi adalah dengan menggunakan mind map. Dengan gambar dan kata kunci yang saling terhubung. Materi jadi lebih mudah diingat. 

Saya lebih sering belajar dengan membaca artikel dan menonton video. Alasannya, artikel memberikan informasi yang lebih terstruktur dan mendalam. Saya bisa membaca ulang bagian yang penting atau menandai poin-poin kunci. Selain itu, video bisa membuat materi lebih hidup dan mudah dipahami, terutama untuk konsep yang sulit. Dengan visualisasi, saya jadi lebih mudah membayangkan apa yang sedang dipelajari. """
92,"""Sebagai pelajar Informatika, saya sering merasa kewalahan dengan banyaknya hal baru yang harus dipelajari, mulai dari bahasa pemrograman hingga algoritma. Awalnya, banyak materi terasa sulit, tetapi pengalaman mengerjakan proyek aplikasi bersama teman-teman sejurusan memberi saya banyak pelajaran. Kami saling membantu dan belajar bersama untuk menyelesaikan masalah, yang membuat saya lebih paham dengan konsep-konsep sulit.

Untuk mengatasi kesulitan, saya mulai fokus pada praktik. Setiap kali belajar teori baru, saya langsung mencoba menulis kode atau membuat proyek kecil. Selain itu, saya menemukan bahwa media belajar yang efisien seperti platform belajar online (seperti Coursera, Udemy, dan YouTube) sangat membantu. Video tutorial dan kursus interaktif memberikan penjelasan yang lebih mudah dipahami, terutama untuk materi yang kompleks. Saya juga sering bergabung dalam forum atau grup diskusi di GitHub atau Stack Overflow, di mana saya bisa belajar dari pengalaman orang lain.

Dengan strategi ini, meski penuh tantangan, saya merasa lebih siap untuk menghadapi dunia teknologi, dengan pemahaman yang lebih dalam tentang cara teknologi bekerja dan cara terus berkembang."""
93,"""Pengalaman belajar paling berkesan adalah pada saat covid 19, saat itu pembelajaran daring dan kita harus mempelajari materi dari guru secara mandiri dari rumah dan hanya mengandalkan google untuk memahami materi yang sulit dari guru

Cara memahami Materi dengan cara menulis ringkasan materi dan membacanya atau melihat video video dari youtube untuk referensi dari materi materi yang sulit dan bertanya kepada teman apabali belum paham

untuk memahami materi metode strategi saya adalah melihat video dan membaca materi dengan cermat, dan terus di ulang ulang agar paham dengan materi yang saya baca

media yang saya gunakan adalah google karena di google saya dapat mencari informasi informasi yang saya butuhkan mengenai materi materi yang saya kurang paham   """
94,"""1. Pengalaman belajar paling berkesan bagi saya adalah.....Tidak ada. 

2. Cara memahami materi yang di sampaikan dengan melihat progress teman, karena jika tidak melihat langsung cara melakukannya dan hanya bermodalkan penjelasan kata-kata saya sulit memahaminya, walau terkadang ada contoh dari pembimbing akan tetapi penjelasan nya terlalu cepat. 

3. Metode yang saya gunakan adalah dengan mempraktikkan nya dan mencobanya sendiri, karena jika tidak mempraktikkan nya sendiri saya tidak bisa memahami materi yang di berikan. 

4. YouTube, TikTok, Pinterest, Instagram

5. Sigma Mewing Skibidi🤓"""
95,"""cara belajar paling berkesan menurut saya adalah saat melakukan uji coba / praktik secara langsung menggunakan alat peraga dan sebelumnya telah diberikan intruksi lengkap untuk melakukannya. yang dirasakan sangat menyenangkan karena dapat melakukan secara langsung daripada hanya membaca dan melihat, selain itu juga dapat langsung menjawab rasa penasaran yang muncul. 

dengan praktik langsung, selain melakukan praktik langsung, untuk mencapai pemahaman materi yang telah dipelajari sebelumnya, terkadang butuh seseorang untuk bertanya. pada saat itu, setiap ilmu pengetahuan yang saya tau akan keluar, dan jika saya merasa ada yang kurang saya akan mencari tambahan ilmu pengetahuan di internet. 

teknik 3P. Pelajari, Pahami, dan Praktik. teknik 3P itu sangat menguntungkan bagi saya, karena dengan mempelajari cara melakukan, kemudian memahami setiap cara untuk melakukannya, setelah itu mempraktikkan apa yang dipahami, akan menambah pengalaman dan lebih cepat untuk menguasai materi yang sedang dipelajari.

media gambar yang berisi langkah² yang lengkap serta keterangan/deskripsi berupa kalimat. karena dengan begitu tidak perlu membuang banyak waktu untuk memahami. """
96,"""Pengalaman belajar yang menurut saya berkesan adalah ketika saya membuat web atau aplikasi yang baru dipelajari. Itu adalah pengalaman yang berkesan karena dapat mempelajari hal baru, dan ketika tidak paham mengenai hal tsb, saya akan bertanya kepada teman yang sekiranya tahu masalah yang saya hadapi. Dan itu adalah pengalaman belajar yang menyenangkan.

Saya akan mudah memahami materi dengan cara melihat tutorial dan langkah-langkahnya.. Sebelum itu, saya akan melihat dulu apa yang akan disampaikan di materi, kemudian saya akan mempertimbangkan apakah saya bisa dengan mudah memahami materi tsb.

Strategi pembelajaran yang saya gunakan untuk memahami materi adalah dengan cara Strategi Pembelajaran Berbasis Projek. Saya memilih strategi tsb karena saya akan lebih mudah memahami projek yang dibuat di materi tsb.

Media yang paling saya sukai ketika belajar berupa media gambar dan juga media audiovisual. Saya memilih dua media itu karena saya akan lebih mudah memahami sebuah materi dengan kedua media belajar tsb.

Sekian Terimakasih 😁"""
97,"""saya terkesan saat materi yang saya pelajari dengan dibantu ibu dulu saat persiapan untuk try out SD, karena dengan metode pembelajaran seperti itu benar benar membuat peringkat saya meningkat jauh lebih pesat. dari yang awalnya saya di luar 10 besar, tiba tiba berada di peringkat 10, kemudian langsung di peringkat 5. namun sangat disayangkan sekali, karena try out ke 3 ditiadakan karena covid pada bulan maret 2020.

cara pemahaman materi saya lebih ke membacanya berulang ulang sampai paham, atau mungkin diimbangi dengan mempraktekkannya secara langsung. jika ada kesulitan, saya akan bertanya atau mencari informasi di internet, dan merangkai kembali semua hal yang saya temukan untuk memaksimalkan pemahaman.

strategi pembelajaran saya itu berubah ubah, kadang saya nyaman dan dapat fokus belajar jika berada di tempat sepi atau tidak ada yang mengganggu. gangguan gangguan kecil dapat mengalihkan konsentrasi, fokus saya jadi terganggu, makanya saya sedikit kesulitan jika belajar di rumah. walaupun saya menyukai tempat yang sunyi untuk belajar, saya tetap suka jika berada di sekitar orang orang dengan beragam tingkah lakunya, entah berisik ataupun tidak, saya tidak merasa terganggu, karena memang mereka tidak mengganggu saya. di setiap pembelajaran saya, saya suka jika sambil mendengarkan musik, karena itu dapat mengurangi stress karena pembelajaran.

Media yang paling sering saya gunakan untuk pembelajaran sesuai jurusan itu seperti perangkat keras laptop, komputer, hp. namun jika pembelajaran umum, saya mempelajarinya lewat bacaan, bukan bacaan buku pelajaran, karena saya lebih suka membaca novel, komik, dan juga medianya memang dapat berupa buku fisik ataupun ebook. media lainnya tetap berupa internet, atau bisa di bilang film, game, atau aplikasi belajar bahasa lain (seperti duolingo)."""
98,"""Pengalam untuk sekarang mungkin belum ada karena saya mengambil jurusan pplg ini bukan kemauan saya sendiri tapi dari orang tua, tapi saya juga akan berusaha agar bisa memahami jurusan ini.

Cara memahami materi saya lebih suka untuk melihat terlebih dahulu agar apa yang saya kerjakan tidak salah / berdiskusi dengan teman.

Untuk memahami materi, saya sering menggunakan metode aktif seperti diskusi kelompok, pemecahan masalah, atau membuat catatan rangkuman. Metode ini memungkinkan saya untuk lebih terlibat dengan materi, berpikir kritis, dan menghubungkan konsep-konsep baru dengan pengetahuan yang sudah ada.

Media yang paling sering saya gunakan ketika belajar adalah aplikasi pembelajaran digital seperti video pembelajaran, e-book, atau platform pembelajaran daring. Saya memilih media ini karena saya dapat belajar dengan cara yang lebih fleksibel, di mana saya bisa mengakses materi kapan saja dan di mana saja."""
99,"""1. Pengalaman Belajar yang Berkesan
Pengalaman belajar yang paling berkesan adalah ketika pertama kali mempelajari pemrograman di kelas 10. Saat itu, saya diminta membuat program penghitungan suara sederhana menggunakan Java. Awalnya sulit, tetapi dengan bantuan guru dan teman, saya berhasil menyelesaikannya. Perasaan bangga ketika program berjalan sukses membuat saya semakin termotivasi mendalami pemrograman.
2. Cara Memahami Materi
Untuk memahami materi, saya memulainya dengan membaca panduan dasar, mencari contoh kasus nyata, lalu mempraktikkannya. Saya juga berdiskusi dengan teman atau guru jika ada hal yang sulit dipahami. Langkah-langkah ini membantu saya memahami konsep secara teori dan praktik.
3. Strategi Pembelajaran
Strategi yang saya gunakan adalah belajar bertahap dan mengajarkan materi kepada teman. Dengan membagi materi menjadi bagian kecil dan mencoba menjelaskan kepada orang lain, saya lebih mudah mengingat dan memahami konsep secara mendalam.
4. Media yang Digunakan
Saya sering menggunakan video tutorial di YouTube. Media ini membantu karena penjelasannya visual dan langsung disertai praktik, membuat proses belajar menjadi lebih interaktif dan mudah dipahami."""
100,"""1. Pengalaman belajar yang paling berkesan adalah ....Tidak Ada.Tidak Ada.

2. Cara memahami materi : dengan melihat progres teman dan bertanya kepada teman yang sudah paham.Karena jika bertanya dan melihat hasil yang sudah benar dan bertanya maka akan lebih mudah memahami materi  yang disampaikan.

3. Strategi pembelajaran saya adalah mnelihat dan mempraktikkan, karena dengan begitu saya bisa lebih mudah memahami materi yang disampaikan.

4. Media : youtube, menulis, dan melakukan. :)"""
101,"""Saat Jam menunjukkan pukul 22.00 WIB merupakan waktu yang paling pas untuk belajar. Menurutku, jam-jam malam penuh dengan ketenangan, dan ketenangan memudahkan proses masuknya materi ke dalam memori seluler dalam otak. Selain itu juga tidak ada yang bisa mengganggu dan membuyarkan konsentrasi pada saat belajar.

Menulis rangkuman materi ataupun kisi-kisi soal dengan tampilan yang menarik dan mudah dipahami. Hal tersebut akan kulakukan h-1 pekan sebelum ujian. Dan itu cukup berguna bagiku yang lebih suka menulis dari pada hanya menghafaalkan materi saja.

Aku lebih suka menyiapkan mood terlebih dahulu sebelum belajar. Biasanya dengan menggambar atau mendengarkan musik kesukaan. Setelah mood sudah membaik aku akan mengonfirmasi tugas-tugas sekolah apa yang harus dikerjakan. Lalu aku akan memilih tugas yang menurutku jawabannya paling banyak dan pasti menguras waktu. Disaat aku sudah mulai merasa jenuh,  bisanya aku akan beristirahat terlebih dahulu, bisa ngemil, menonton anime, anatupun bermain game. AUntuk membantuku memahami materi, bisanya aku akan membuat ringkasan materi dengan tampilan yang menarik dan menggunakan bahasa yang mudah untuk kupahami.

Kertas. Aku lebih menyukai menggunakan kertas dari pada leptop ataupun tablet untuk belajar. Kerena menurutku, jika menggunakan kertas aku bisa memberikan jejak memori pada otak padaa saat menulis materi ataupun mengerjakan tugas. Selain itu, kertas bisa disimpan dan sewaktu-waktu bisa dilihat kembali tidak takut terhapus."""
